"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.26052112294458
"2",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.289111734067986
"3",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.317702345191128
"4",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.346371286770327
"5",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.374961897901089
"6",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.403552509029059
"7",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.432143122716312
"8",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.460812066854268
"9",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.489402680559245
"10",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.51799329427642
"11",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.546583907993917
"12",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.575252852173757
"13",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.603843465905018
"14",-0.371912935928575,-0.26052112294458,3.42268519427124e-12,-1.89704586611975e-10,9.0596276576898e-11,3.63137010697888e-11,-3.32917240117076e-08,-2.91099759733411e-11,-2.0144150530207e-10,-1.5867831581534e-10,-4.1727332423484e-12,-1.79057137583687e-10,0.0748376095051752,0.00698290865175581,-1.01196858112024,0.0132454829016072,-0.921636854613427,0.018067455747581,-0.771096157662733,0.0207286902715721,-0.560364760144615,0.0205092543184278,-0.289468237660053,0.0166894792687179,0.0415605303278201,0.00855002772454037,0.432681363192901,-0.00462803748298766,0.883846782563121,-0.0235631816639702,1.39500201615423,-0.048973346616523,1.9660850019573,-0.632434079636279
